type,element_id,text,metadata.filename,metadata.filetype,metadata.languages,metadata.page_number
NarrativeText,68dee44cc9c91cd2680d64204db6ed34,"As 8 reminder, OMSCS Advising cannot add students to wait lists or enroll students 10 classes. If you are trying to wait list and receive an error message, please visit the Registrar’s website for an explanation 이 what the message means. o If you receive the error message “OPEN - # WAITLISTED?”, this message means that you are trying to register for a course(s) that does not have any open seats. It may appear as though the course has seats available; however, the open seats are reserved for students on the wait list.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,77982e0be2677d9ef67273bd7ad65dab,"Checking your wait list number: The best way for students to check their wait list number is from the ""Student Detail Schedule"" section of OSCAR:",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
Title,1efd482b5d3b279c88de1a85bda4c48b,인 훈 희 5 근,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,e73b53d761ce717aea2900a52f9cc828,Log into OSCAR using your GT credentials via the Secured Access Login. Select Student Services & Financial Aid.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
Title,aecb32f0079407e64bc76b1a0d0246a4,Select Registration.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
Title,704057feab1ba8868bac138e113aefb5,Select Student Detail Schedule.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,9bd24ee173e16eaa80c21a45e7b0a768,Select the current term.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,5ea08b7b48e19a6398de02e5e90e69e9,"This will show, 10 detail, the courses for which you have registered successfully, 35 well as waitlisted course(s). Your waitlisted course(s) will include ""Waitlist Position: “X"", “X” being where you are on the wait list.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,34de52263c3a4a863b5d62e67ad89d87,"If you prefer to try the upgraded system (Banner 9) to view your wait list position, please watch the online tutorial video.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,1b11c62c82ca1d23f7debe75e0b45d4b,Please note the following:,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,29308a30dc94d4fb3d4d2d5ae6ccc3f1,OMSCS Advising cannot register students for courses and/or add students to wait lists. Students must follow the procedures that have been outlined in this orientation document.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,70f9ccf905907adaed871515bffa10ff,"Please DO NOT email professors to seek permission to enroll in and/or wait list for their course(s), as professors have no control over this. Again, students must follow the procedures that have been outlined in this orientation document.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",7
NarrativeText,8a4ba93a5c404d1ab91ccf67ce2a947b,"“Free for all” reqgistration period: On the last day 아 Phase Il registration, all 아 the wait lists are cleared, and students are able to enroll in any open course",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,ffa76dc95c8b8405ca37e33f7e430b1a,without needing to go through the wait list first. This is referred to as the “free for all” registration period. Information will be sent to students regarding this once we approach that timeframe.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
UncategorizedText,2cc7a4442c8d6bbf1731ebaf6940bdaf,SECTION H. DROPPING/WITHDRAWING FROM A COURSE(S),spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,e807d308cce6ea41e3146469ad74f30d,"When a student drops a course, this action can only be done during periods of registration. For Spring 2023 registration, the last day to drop a course is Friday, January 13 by 4:00pm ET. If a student drops 3 course, the course will not be reflected on the student’s transcript. It will appear as if the student never registered for the course, according to the transcript, so it will NOT count as a record of enroliment.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,29e3f1d492743f58a0539bc51813ac9f,"If a student withdraws from a course (this is done after Spring 2023 registration has ended and before the semester’s withdrawal deadline), this action will result in a “W” on the student’s transcript. If a student withdraws from a course (or courses) and receives 3 “W” on the transcript, this counts 35 a record 아 enrollment for that specific term.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,6c6580a56c2f8395a2183944c3f1a69d,"For step-by-step instructions on how to drop/withdraw from a course(s), please visit the Registrar’s website. We strongly recommend that students check that they dropped/withdrew from the course. To confirm if you dropped/withdrew correctly, please view your “Student Detail Schedule” section of OSCAR:",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,e73b53d761ce717aea2900a52f9cc828,Log into OSCAR using your GT credentials via the Secured Access Login. Select Student Services & Financial Aid.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
Title,aecb32f0079407e64bc76b1a0d0246a4,Select Registration.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
Title,704057feab1ba8868bac138e113aefb5,Select Student Detail Schedule.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,9bd24ee173e16eaa80c21a45e7b0a768,Select the current term.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
Title,0ab3fa06ae4b401a4dda1f8d142c2760,인 훈 으 은흘,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,551354629f40ecbebbe9a9bd70b7f100,"Once a student has dropped/withdrawn from the course successfully, its status field 10 this 5806 view in OSCAR will change from ""**Registered**"" to “Course Withdrawal”, ""Course Drop by Student”, “Withdrawn from School”, “Course Withdrawal on [date]”, 아 “Withdrawal-Student Initiated”.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,c933bb931076b26550dd248efc59dfa0,"Please do NOT email our office asking for confirmation of your drop/withdrawal, as you will be directed to this document.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
Title,b6d67b8bd6ace0d4fc59116f0210479d,"The Spring 2023 withdrawal deadline is Wednesday, March 15 at 4:00pm ET.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,248044d6ff401693e053e788f3088942,"If you withdraw from the only course you are enrolled in (or ALL the courses you are enrolled in for the Fall/Spring term), this is called 8 “withdrawal from school”. You are eligible for a partial refund. Please refer to this schedule.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,4e8d2558e2a479d1496f4d1392764227,"If you are enrolled in more than one course, and you want to withdraw from only one 이 them, you will NOT be eligible to receive any refund.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,8442363a0620465b85054f39202a0bd2,A “withdrawal from school” does NOT mean you are dropped from the OMSCS program. It simply means that you are withdrawing from all of your courses for the term.,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,1b11c62c82ca1d23f7debe75e0b45d4b,Please note the following:,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,e0314b0f68887fda4860d4479f8004b3,"For questions regarding tuition, payments, fees, refunds, etc., please contact the Bursar’s Office directly at 404.894.4618 or by email at omsbursar.ask@gatech.edu. You may also visit their website.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,1937b4b65ef3923355f6afa3816680aa,"If you withdraw from the Spring 2023 term completely before 4:00pm ET on March 15, you may 66 eligible to receive a refund based on the Institute’s refund schedule, available online. Click on 6 “Refunds” tab, and you will 866 links for “Refunds” and “Refund Calendars”, both 아 which contain important information.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,9890a302e67b258a98b59178e1716eda,o You will receive NO refund if you are enrolled for more than one class and withdraw from only one course. You only are eligible for a partial refund if you completely withdraw from school (withdraw from ALL of your courses for the current semester).,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,27cff32175aeebaec76dc54b450cf977,"If you withdraw from school in the Spring 2023 semester, you still can register for a Summer 2023 course. However, if you sit out three or more consecutive semesters, you will have to apply for readmission. Please note that the summer semester counts toward the three consecutive semesters.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,e2412621a7963e9ca02b94821f3d9168,As per Georgia Tech policy: “With the exception of part,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
ListItem,981f0a67ac8ac55401005e293abd0e63,"time graduate students, any student who withdraws",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,fa47d600d89f84525001de8f0e5bbaf5,Click here to return to Table of Contents,spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",8
NarrativeText,d9a3e18855592151ab2a596f945515ca,"during a term and wishes to return the following term must complete a Petition to the Faculty Form only.” Therefore, since OMSCS students are part-time graduate students, you do NOT need to submit a ""Petition to the Faculty” form if you withdraw.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",9
ListItem,d0d91035d3dc0a614669da23312a19e8,"If you withdraw from a course, you will receive a “W”. A “W” is visible on your transcript, but it has no impact on your GPA. If you retake a course from which you previously have withdrawn, the “W” from your first attempt and the new grade will appear on your transcript.",spring_2023_orientation_document.pdf,application/pdf,"['eng', 'kor']",9
